Teks|Sentimen
Adhi Karya Minta Suntikan PMN Rp 2 Triliun untuk 2 Proyek Tol Ini|Netral
Awas, Gara-Gara Pinjol Kamu Bisa Gagal KPR! Ini Kata Bos BTN|Netral
DPR Minta Himbara Hapus Kredit UMKM Pinjaman Kecil, BNI: Siap Support|Netral
Program Restrukturisasi Kredit Covid Diperpanjang, Ini Kata Bos BNI|Netral
Warga RI Makin Banyak Gadai Barang, Total Pembiayaan Naik 77%|Positif
Izin Kelola Investasi Dicopot, Ahmad Rafif Mau Bayar Utang Pakai Apa?|Netral
Terkuak, Modus Ahmad Rafif Kelola Saham Sampai Rp 96 M Sejak 2022|Netral
Waspada! Data NIK KTP Foto Wajah Bisa Buka Rekening Baru Untuk Pinjol|Netral
Duit Pensiunan di RI Kecil, Masih Andalkan Anak Buat Biaya Hidup|Netral
Kejagung Sita 5 Properti Harvey Moeis, Ada di Senayan Residence|Negatif
Pajak Anjlok Bikin APBN Tekor Parah, Tambah Utang Bu Sri Mulyani?|Negatif
Mau Hapus Sandwich Generation, OJK Luncurkan Peta Jalan Dana Pensiun|Netral
APBN Terakhir Jokowi Tekor, Defisit Diramal Rp609 T atau 2,7% PDB|Negatif
Bos OJK Ungkap Dosa Influencer Soal Gagal Kelola Dana Rp 71 M|Netral
Kurang Modal, OJK Ungkap 7 Multifinance Tinggal 'Menghitung Hari'|Negatif
IHSG Berakhir Loyo di Awal Pekan, 5 Saham Big Cap Ini Jadi Pemberatnya|Negatif
Aset Industri Asuransi RI Naik 1,3% Jadi Rp 1.120 T per Mei 2024|Positif
Baru IPO, Pengendali Serok Rp 1,42 M Saham Remala Abadi (DATA)|Positif
Jurus BI Kembalikan Rupiah ke Bawah Rp16.000/US$|Netral
OJK: Kinerja Perbankan RI Stabil, Kondisi Modal dan Pencadangan Kuat|Positif
Kronologi Kasus Ahmad Rafif, Gagal Kelola Rp 71 M Hingga Disanksi OJK|Negatif
BI Buka Opsi Pemangkasan Suku Bunga Acuan di Kuartal IV-2024|Netral
IHSG Jeblok Semester I-2024, Asing Bawa Kabur Dana Rp 7,73 Triliun|Negatif
Bos OJK Ungkap Ekonomi Global Ngeri: Inflasi AS Sticky, Eropa Stagnasi|Negatif
Angin Rupiah Perkasa Makin Kencang, Bos BI Ramal Dolar Rp15.700!|Positif
Investor Asing Rebutan SRBI, Dolar AS Turun ke Rp 16.250|Positif
Duh! Setoran Pajak Makin Loyo, 6 Bulan Cuma Raup Rp893,8 T|Negatif
DPR Sorot Rebutan Likuiditas Antara BI, Kemenkeu dan Bank|Netral
Kelola Rp 71 M Secara Ilegal, Kominfo Blokir Medsos Ahmad Rafif & WBS|Negatif
Manajemen Sinarmas Sekuritas Buka Suara Soal Investasi Taspen|Netral
BNI Mode Waspada Imbas Pelemahan Rupiah dan Tingginya Suku Bunga|Negatif
DPR Minta Bank Hapus Tagih Kredit UMKM Pinjaman Rp 25-50 Juta|Netral
Bos BNI dan BTN Kompak Akui Likuiditas Ketat|Negatif
Tok! BTN (BBTN) Batal Akuisisi Bank Muamalat|Negatif
Berani Serang OJK, Ini Profil Michael Steven dan Gurita Bisnisnya|Netral
BTN Targetkan Spin Off Unit Usaha Syariah Rampung Semester I 2025|Positif
Bos OJK Buka-Bukaan Soal 4 Pilar Reformasi Asuransi dan Dapen RI|Netral
Wall Street Dibuka Meriah, S&P 500 dan Nasdaq Kembali Cetak Rekor|Positif
OJK Mau Bikin Sentralisasi Data Dana Pensiun, Ini Fungsinya|Netral
Kurangi Kepadatan Penumpang, KAI Minta PMN Rp 1,8 Triliun|Netral
Damri Ajukan PMN 2025 Rp1 Triliun, Tambah 100 Bus Listrik Transjakarta|Netral
PT Pelni Ajukan PMN 2025 Sebanyak Rp 2,5 Triliun, Untuk 2 Kapal Baru!|Netral
Rupiah Anjlok, Bayar Bunga Utang Tahun Ini Bengkak Rp1,5 T|Negatif
INKA Minta Suntikan PMN Rp 976 Miliar Tahun 2025, Buat Apa?|Netral
Isu Founder Exit, William Tanuwijaya Malah Beli Lagi Saham GOTO Rp 64M|Netral
Awas! Gagal Bayar Paylater Bisa Bikin KPR Ditolak|Netral
OJK Mau Reformasi Dana Pensiun, Para Pekerja RI Wajib Tahu Ini|Netral
Pinjol Ilegal Cari Mangsa Pakai Server Asing, Ini Korban yang Dibidik|Negatif
IHSG Bergairah, 3 Saham Bank Raksasa Jadi Penopangnya|Positif
15 Fintech Angka Kredit Macetnya Gak Wajar, Bos OJK Bilang Gini|Negatif
SBN Kalah Beken dari SRBI, Kantor Sri Mulyani Buka-Bukaan|Netral
Tagih Utang Tak Sesuai Aturan, OJK Terima 411 Aduan Debt Collector|Negatif
BTN (BBTN) Batal Akuisisi, Bank Muamalat Bakal Cari Investor Baru|Negatif
Berantas Judi Online, Bank Mandiri (BMRI) Lakukan 3 Hal Ini|Netral
Sri Mulyani Bantu Bikin Stabil Rupiah, Dolar Turun ke Rp 16.245|Positif
Barito Pacific (BRPT) Terbitkan Obligasi Rp 1 Triliun|Positif
Pemerintah Jerman Tiba-Tiba Jual Bitcoin Rp3,36 T, Investor Panik|Negatif
BRI Dinobatkan Sebagai Bank Persero Dengan Kinerja Terbaik|Positif
Ada 6 Dapen Tutup Sepanjang 2024, OJK Ungkap Penyebabnya|Negatif
Emiten Batu Bara RI (SGER) Raih Kontrak Rp 366,28 M ke Vietnam|Positif
ETF Cuma Dikuasai Investor 'Kakap', Begini Kata Bos BEI|Netral
Kinerja KB Bank Kian Kinclong, Direksi 'Borong' Saham BBKP|Positif
Saham Bank Raksasa Bergairah Lagi, IHSG Cerah Bergairah|Positif
Waskita Karya Masuk Daftar 500 Perusahaan Terbaik di Asia Tenggara|Positif
Aset Penjahat Pasar Modal Ini Disita Kejagung|Negatif
S&P 500 dan Nasdaq Kompak Cetak Rekor Baru, Dow Jones Justru Loyo|Negatif
BUMN Minta Negara Suntik Dana Rp 44 T, Paling Banyak Untuk Ini|Netral
PDIP Tolak PMN Danareksa-Perumnas, Beri Catatan ke Asabri-Biofarma|Netral
BUMN Minta PMN, DPR: Dulu Pakai Utang Negara Sekarang dari Dividen|Netral
Cicilan Utang RI Bengkak, Faisal Basri: Subsidi ke Rakyat Dikorbankan|Negatif
Maybank Sekuritas Bakal Boyong 3 Perusahaan IPO, Ini Sektornya|Positif
Kantor Sri Mulyani Bakal Terbitkan ORI Khusus SDGs di Oktober|Netral
DEFEND ID Minta PMN Rp3,46 T, Uangnya Buat Proyek Strategis Ini|Netral
Danareksa Minta Suntikan Rp 2 T Untuk 4 Proyek Jokowi Ini|Netral
Skema Demutualisasi Disetujui, AJB Bakal Kedatangan Investor Baru?|Netral
Inflasi Medis Membengkak, Oona (ABDA) Pede Masuk Asuransi Kesehatan|Netral
Faisal Basri Beri Tips ke Jokowi Cara 'Suntik Mati' BUMN Sakit|Netral
Ekuitas Asabri Berdarah-darah, Aset Tidak Produktif Hampir 71%|Negatif
Minta Negara Suntik Modal Rp 1,6 T, ID FOOD Mau Pakai Untuk Ini|Netral
"PLN Ajukan Suntikan Dana Negara Rp 3 Triliun Buat ""Setrum"" Ribuan Desa"|Positif
Bank Asal Belanda Suntik Fintech RI Ini Rp243,78 Miliar|Positif
Indonesia Dukung Penerbitan 'Orange Bonds' untuk Kesetaraan Gender|Positif
Rekening Bank Jago yang Dibobol Ternyata Diduga Hasil Tindak Pidana|Negatif
Emiten Gas Industri (SBMA) Rombak Jajaran Pengurus Perusahaan|Netral
IHSG Sumringah & Dekati 7.300-an, 5 Saham Ini Jadi Pendorongnya|Positif
Asing Lepas Saham Bank Jumbo Kecuali BBNI, Analis Ungkap Sebabnya|Negatif
Eks Karyawan Bank Jago Bobol Dana Nasabah Rp1,39 M, Ini Kata Manajemen|Negatif
Rugi Rp 7,12 T, Wijaya Karya (WIKA) Ungkap Whoosh Jadi Penyebabnya|Negatif
Cara Eks Pegawai Bank Jago Curi Rp 1,3 M dari 112 Rekening Nasabah|Netral
Bos ID FOOD Buka-Bukaan Alasan Perusahaan Catat Kinerja Buruk|Negatif
Pelaku Pasar Optimis Cut Rate Makin Dekat, Dolar Turun ke Rp 16.235|Positif
Polemik FCA Disinggung DPR, Saham BREN Prajogo Dibawa-bawa|Netral
Bos Biofarma Ungkap Alasan Industri Farmasi RI Harus Kuat|Netral
HUT ke-54, Dirut KB Bank Bawa Pesan Penting Ini|Netral
Pasar IPO di RI Sepi, OJK Yakin Penghimpunan Dana Bisa Capai Target|Netral
Asabri Minta Suntik Modal Rp 3,6 Triliun, Alasannya Buat Ini|Netral
Jangan Sembarangan Kasih KTP! Awas Dipakai Buat Pinjol|Netral
Tol Cimanggis-Cibitung Garapan WSKT Diresmikan, ke Jagorawi 10 Menit|Positif
Minta PMN Rp 2,2 T, Biofarma Mau Produksi 1 Miliar Dosis Vaksin|Netral
IHSG Selangkah Lagi Balik ke 7.300, Saham-saham Ini Jadi Penopangnya|Positif
Bos ID FOOD Curhat Utang Rp 8,2 T, Minta Negara Suntik Modal Segini|Netral
Diam-Diam Ada yang Borong Saham Astra International (ASII) 223.300|Positif
IFG Ajukan PMN Rp 3 Triliun, 2 Perusahaan Ini Bakal Kebagian|Netral
4 Multifinance RI Dicaplok Asing, Ada dari Korsel, Hong Kong & Jepang|Positif
Cerita Haji Isam Dari Tukang Ojek Hingga Borong 2.000 Ekskavator|Netral
Saham-Saham BUMN Karya Kompak Ngegas, Ini Komentar BEI|Positif
Terkuak, Ahmad Rafif Pakai Uang Nasabah Buat Gaji, Hotel & Perjalanan|Netral
Warga RI Makin Doyan Mobil Listrik, Kredit EV Naik 128,34%|Positif
Ditanya Soal IPO Perusahaan BUMN, Ini Jawaban Bos Besar BEI|Netral
Sah! Wapres Resmikan Bendungan Cipanas Garapan WIKA KSO|Positif
Banyak Influencer Kelola Dana Seperti Ahmad Rafif, OJK Bilang Begini|Netral
DPR Tanya Keberadaan Dirut KAI Saat Rapat PMN Rp1,8 T|Netral
Ada Kabar Baik Dari AS, IHSG Dibuka Menguat Lagi|Positif
Debut Perdana Saham Alat Kesehatan (LABS), Langsung Sentuh ARA|Positif
Bos The Fed Ungkap Hal Ini, Dolar Kembali Naik ke Rp16.275|Negatif
Pasar Wait & See, Bursa Asia Loyo Ramai-Ramai|Netral
Berkat Powell, Minyak Menguat Usai Anjlok Tiga Hari Beruntun|Positif
Awas Rekening Ludes! Ini 6 Ciri M-Banking Dibobol Maling|Netral
Ada Kabar Baik dari AS, Akankah Rupiah Menguat?|Netral
OJK Sentil 28 Multifinance, 13 Modal Ventura, dan 16 Fintech Lending|Negatif
Diduga Bikin Rugi Rp 96 M, Ahmad Rafif Terancam Penjara 10 Tahun|Negatif
Asing Ramai-Ramai Jual Deretan Saham Ini Saat IHSG Cerah|Negatif
Segini Saldo Minimum Nasabah Prioritas BCA, BRI, BNI, & Mandiri|Netral
IHSG Cerah, Asing Berduyun Kembali ke Saham Ini|Positif
Inflasi AS Turun, S&P 500 dan Nasdaq Justru Beri Respon Negatif|Negatif
Berantas Judi Online, BNI (BBNI) Blokir 214 Rekening|Negatif
Kalah Lawan RI, Perusahaan Tambang Terbesar Dunia Setop Produksi Nikel|Negatif
Rencana Pisah Unit Syariah CIMB Niaga (BNGA), Ada Peluang Akuisisi|Netral
Entitas Grup Salim Akuisisi Tambang Emas-Tembaga Australia Rp 4,35 T|Positif
Kevin Aluwi Lepas Seluruh Saham Seri A GOTO, Cuan Ratusan Miliar|Netral
Kredit Macet Segunung, OJK Pasang Mata ke 15 Pinjol P2P Lending Ini|Negatif
IHSG Bergairah & Balik Ke 7.300-an, Saham Ini Jadi Pendorongnya|Positif
Sumbang Rp 125 T, Mimpi Idola Bill Gates Mati Miskin Terkabul|Netral
Mantap! ADHI Raih Fasilitas Kredit Rp 1,35 T dari Bank Mandiri|Positif
Terkuak, Pasar Online Kamboja Fasilitasi Penipuan Kripto Rp 178 T|Negatif
The Fed Balik Badan Jadi Dovish, Dolar Lanjut Turun ke Rp 16.190|Positif
Belum Laporkan Keuangan Interim, BEI Denda 77 Emiten|Negatif
Gagal Bayar Wanaartha Life, Pembayaran Tahap Dua Rampung Bulan ini|Negatif
Sosok Taipan Kaya Raya Ini Dulu Jualan Telur & Bisnis Taksi Ilegal|Netral
Hary Tanoe Protes ke Bursa, Geram MNC Land (KPIG) Masuk Radar UMA|Negatif
Gara-Gara Ini, Bursa Gembok Saham Mitra Komunikasi Nusantara (MKNT)|Negatif
Terkuak, Ini Deretan Nama Pemborong Saham Tugu Insurance (TUGU)|Netral
30 Asuransi Komitmen Akan Spin-Off Unit Usaha Syariah (UUS)|Netral
IHSG Bertahan di 7.300, Ini Saham Paling Cuan dan Boncos di Sesi I|Netral
Bos BNI (BBNI) Blak-Blakan Soal Rencana Divestasi BSI (BRIS)|Netral
OJK Susun Kasasi Lawan Balik Michael Steven Pemilik Kresna Life|Negatif
Erick Thohir: Kontribusi Pajak BUMN ke Negara Rp 1.374 Triliun|Netral
Surya Semesta (SSIA) Alihkan Rp3,09 T Saham SCS ke Perusahaan Ini|Netral
Erick Thohir Mau Serahkan Pengelolaan Dapen ke Kemenkeu, Ini Alasannya|Netral
Senyap, Diam-Diam GOTO Sudah Buyback Saham Rp191,25 M|Positif
Garuda Indonesia (GIAA) Mau Ganti Pengurus, Ini Bocoran Wamen BUMN|Netral
Harga Sahamnya Rp 1, Emiten Ini Mau Lakukan Buyback|Positif
Eks Karyawan Bobol Duit Rp1,39 M, Saham Bank Jago (ARTO) Longsor|Negatif
Cerita Tahir 'Bermodal Becak' Salip Harta Mertua|Netral
Ini Dia Daftar 16 BUMN yang Dapat Suntikan Duit Rp 44 Triliun|Netral
Dapat Restu PMN Rp 3,61 T, Ini Dosa Asabri yang Bikin DPR Geram|Negatif
Ini Cara Eks Contact Center Specialist Bobol Rp1,39 M dari Bank Jago|Negatif
Sinyal AS Pangkas Suku Bunga, Dolar Turun ke Rp16.210|Positif
IHSG Dibuka Meyakinkan, Balik ke Level 7.300|Positif
Daftar Resesi yang Pernah Dialami Indonesia, Mana Paling Dahsyat?|Netral
Bursa Asia Pesta Pora, Kompak Catat Penguatan di Awal Perdagangan|Positif
Selling Pressure Terlalu 'Lebay'? Kripto Ramai-Ramai Naik|Netral
Harga Minyak Dunia Naik, Patahkan Penurunan Tiga Hari Beruntun|Positif
OJK Ungkap Ada Dua Bak Syariah Baru Tahun Depan, Bisa Saingi BSI?|Positif
Yokohama Siapkan Rp 16,23 T Buat Akuisisi Ban Offroad Goodyear|Positif
Asing Net Sell Lagi, Saham Ini Jadi Sasaran|Negatif
BTN (BBTN) Batal Akuisisi Muamalat, OJK Bilang Belum Ada Gantinya|Negatif
IHSG Lanjut Menguat, Asing Kompak Serbu Saham Ini|Positif
Ini daftar 16 BUMN Dapat Suntikan Modal Negara Rp 44 T|Positif
Topindo Solusi (TOSK) Targetkan 1 Juta Pelanggan Baru, Ini Jurusnya|Positif
Ini Daftar Terbaru Bunga Deposito BCA, BRI, BNI dan Mandiri|Netral
Bidik Pasar Global, XL Axiata Caplok 100% Saham Axiata Global Service|Positif
Akhir Pekan IHSG Happy, Saham Big Cap Ini Jadi Penggeraknya|Positif
Daftar Bunga Deposito Bank Digital Terbaru, Ada yang Kasih 10%|Netral
Sinar Mas Tambah Lagi Kepemilikan di BSDE, Borong Saham Rp 12,05 M|Positif
Inflasi AS di Bawah Ekspektasi, Dolar Ditutup Turun ke Rp 16.135|Positif
Bencana Bawa Berkah, Uniqlo Cuan Besar Karena Yen Turun|Positif
Rugi Rp 7,12 Triliun Gegara Whoosh, Saham WIKA Kok Terbang 125%?|Positif
Catat, Ini Aturan Denda Telat Bayar Spay Later, GoPay Later & Kredivo|Netral
Adhi Karya (ADHI) Dapat Suntikan Duit Rp1,35 T dari Bank Mandiri|Positif
IHSG Lanjutkan Reli, Emiten Perbankan Jadi Tulang Punggung|Positif
Saham BNI (BBNI) Ngegas Tembus Rp 5.000, Sebulan Melejit 14%|Positif
Lagi Dipantau Ketat Bursa, Hary Tanoe Malah Borong Saham BHIT|Positif
Bukti Nyata Para Investor & Founder Ramai-Ramai Lego Saham GOTO|Negatif
MNC Asia (BHIT) Serok Saham MNC Land (KPIG) 7.665.400 Lembar, Ada Apa?|Positif
Rudy Hartono Borong Saham Malindo Feedmill (MAIN) di Harga Rp 745|Positif
Pemerintah Jerman Jualan 10.000 BTC, Pasar Kripto Ambruk Berjamaah|Negatif
Lo Kheng Hong Buka-Bukaan Dua Sektor Saham Andalan Untuk Investasi|Netral
Saham BUMN Karya Terbang Usai Negara Suntik Dana Triliunan|Positif
Inflasi AS Dorong Penguatan Minyak Tiga Hari Beruntun|Negatif
Dapat Berita Positif dari AS, IHSG Dibuka di Zona Hijau|Positif
Inflasi AS Makin Mendingin, Dolar Lanjut Turun ke Rp 16.120|Positif
Induk Usaha Sampoerna Raih Peringkat Pertama Forbes Net Zero Leaders|Netral
Inflasi AS Melandai, Bursa Asia Sambut Gembira|Positif
Saham Termahal (DSSA) Kantongi Restu Stock Split 1:10, Cek Jadwalnya|Positif
Merger BUMN Karya Sudah Sampai Mana? Ini Kata Erick Thohir|Netral
Asing Kompak Borong 10 Saham Blue Chip Ini Kala IHSG Balik ke 7.300|Positif
Patut Dicontoh, Ini Pilihan dan Strategi Investasi Ala Nabi Muhammad|Netral
Ini Kata Robert Kiyosaki Soal Investasi Kala Pasar Bearish|Netral
Asing Terciduk Kompak Lego 10 Saham Ini Kala IHSG Balik ke 7.300|Negatif
Kisah Keruntuhan Bisnis Pendiri Astra Sampai Harus Obral Saham|Netral
Banyak ATM Tutup di Indonesia, Ini Alasan Sebenarnya|Negatif
Kisah Pria Dipenjara Usai Cuan Rp 27 M, Istri Dipecat dan Minta Cerai|Netral
Dua Perusahaan Pinjol Resmi Tutup, OJK Ungkap Alasannya|Negatif
Heboh Investasi Bodong, Begini Modus Ahmad Rafif Kelola Saham Rp 96 M|Negatif
Bukan Emas, Logam Termahal di Dunia Jarang yang Tahu|Netral
Menguak Kekayaan 7 Presiden RI, Ternyata Ini yang Paling Tajir|Netral
Lo Kheng Hong Ungkap Menabung Bikin Orang RI Miskin, Ini Alasannya|Netral
Top! BRI Sukses Salurkan KUR Rp 76,4 T Hingga Mei 2024|Positif
Kasus Perampokan Emas 960 Kg di RI Terungkap, Hanya Gegara Istri|Negatif
Bos JPMorgan Ingatkan Inflasi dan Suku Bunga Tinggi Bakal Awet|Netral
Debt Collector Boleh Tagih Utang ke Rumah, Ini Syaratnya|Netral
12 Bank RI Bangkrut dalam 6 Bulan Terakhir, Kok Bisa?|Negatif
Diduga Sniper, Penembak Trump Lakukan Hal Ini Sebelum Tewas|Netral
Terungkap! Begini Nasib Emas 57 Ton Milik Soekarno di Bank Swiss|Netral
Alasan Warren Buffet Jual Banyak Saham BYD China|Netral
OJK Sebut Ada Tekanan ke Likuiditas Bank di RI, Ini Sebabnya|Negatif
Google Mau Caplok Wiz Rp371,79 T, Bakal Jadi Akuisisi Terbesar|Positif
Kolaborasi Perusahaan Asuransi-BPJS Kesehatan, Peluang & Tantangannya|Netral
Saham-Saham Bank Masih Menarik? Simak Proyeksinya|Netral
Jasa Marga (JSMR) Buka Suara Soal Sumber Dana Pinjaman Rp350 M|Netral
Bunga Tinggi dan Dolar Naik Ternyata Bikin Bank di RI Untung|Netral
OJK Beberkan Strategi Bank MNC dan Nobu Buat Memuluskan Merger|Netral
Muhammadiyah Mau Akuisisi KB Bank Syariah, Ini Tanggapan Bos OJK|Positif
IHSG Balik Ke 7.200-an Lagi, 5 Saham Ini Jadi Bebannya|Negatif
BRI Jadi Jawara di RI Versi The Banker Top 1000 Banks 2024|Positif
Whoosh Bikin WIKA Rugi, Tangan Kanan Erick Thohir Buka Suara|Negatif
Surplus Makin Tipis, Dolar AS Ditutup Naik ke Rp16.165|Negatif
Perhutani Bikin Vending Machine, Staf Erick Thohir Bilang Gini|Netral
BNI (BBNI) Tak Terhantam Likuiditas Seret dan Rupiah, Ini Penyebabnya|Positif
Warga RI 'Ngerem' Beli Mobil Baru, OJK Beri Peringatan Ini|Netral
Geger Trump Ditembak, Begini Respons Bursa Asia|Netral
Harga Saham Volatilitas, Ini Penjelasan Manajemen Gunung Raja (GGRP)|Negatif
Jelang Bagi Dividen, Saham MREI Diborong Bank of Singapore|Positif
OJK Punya Senjata Baru Buat Cegah Fraud di BPR|Positif
Setelah Mobil & Motor, Warga RI Bakal Wajib Ikut Asuransi Bencana?|Netral
AAUI Angkat Bicara Soal Regulasi Tarif Asuransi Kendaraan Listrik|Netral
Simak! Ini Sederet Peluang & Tantangan Asuransi Umum di 2024|Netral
PR Industri Reasuransi, Permodalan hingga Integrasi Data|Netral
Jadi Wajib Pajak Patuh & Berkontribusi Besar, BRI Dapat Apresiasi Ini|Positif
Neraca Dagang RI Surplus 50 Bulan Beruntun, Dolarnya di Mana?|Positif
IHSG Ambles Dibebani Kinerja Saham BREN-AMMN yang Tersungkur|Negatif
Tekanan Likuditas di RI Belum Reda, Bankir Beberkan Penyebabnya|Negatif
IFG Life Ungkap Ekspektasi Usai Gabungnya Mandiri Inhealth|Netral
Bos IFG Beberkan Warning Buat Industri Asuransi di RI|Netral
Surplus Neraca Dagang RI Menipis, Dolar Kembali Naik ke Rp16.175|Negatif
Sinergi BPJS Kesehatan & Asuransi Komersial, IFG Harapkan Hal Ini|Positif
Masyarakat Makin Melek Asuransi, IFG Buka Peluang Produk Baru Ini|Positif
Daftar Pewaris Bisnis Terbesar RI, Dari Grup Salim Hingga Djarum|Netral
Premi Asuransi PAYDI Turun 18,23%, Ini Catatan OJK|Negatif
Rasio Klaim & Premi Meningkat, OJK Imbau Asuransi Perlu Penyesuaian|Netral
Seluruh Mobil dan Motor Bakal Wajib Asuransi, Ini Bocorannya|Netral
Bunga Kredit Bank Mulai Turun, tapi Masih Sangat Terbatas|Netral
Ini Update Terbaru Saham di Bawah 10 Perak, 3 Sudah Sentuh Rp 1|Netral
Jumlah Polis Asuransi Belum Sesuai Harapan, OJK Ungkap Penyebabnya|Negatif
IHSG Sesi I Loyo, Ternyata Ini Penyebabnya|Negatif
Live Now! Buka-Bukaan Kolaborasi & Masa Depan Industri Asuransi RI|Positif
Target Merger Bank MNC dan Nobu Molor, OJK Tidak Kasih Deadline|Netral
Dana IPO BREN Sudah Habis, Ternyata Dipakai Buat Ini|Netral
BTN (BBTN) Batal Akuisisi, OJK Ungkap Nasib Bank Muamalat|Negatif
Harga Minyak Lesu Tertular Ekonomi China yang Loyo|Negatif
Sisa Dana IPO GOTO Tinggal Rp2,81 T, Dipakai Buat Ini|Netral
Emiten Pengelola Bioskop XXI (CNMA) Ganti 3 Komisaris|Netral
Trump Effect Pengaruhi Investor Sikapi Aset Kripto|Netral
Naik 1.337% dan 262%, Bursa Gembok Saham DSSA dan FORU|Negatif
Groundbreaking di IKN Bulan Ini, BCA (BBCA) Buka Suara|Netral
Investor Profit Taking, IHSG Dibuka Loyo|Negatif
Harap-harap Cemas Pengusaha Menanti Rabu, Berdoa Ini Tak Terjadi!|Netral
RDG BI Dimulai Hari Ini, Dolar Menguat ke Rp 16.190|Negatif
OJK Beberkan Update Terbaru Pembubaran Leasing Bima Multi Finance|Netral
Bursa Asia Dibuka Variatif di Tengah Adu Kuat Sentimen AS Vs China|Netral
Pengusaha Teriak Pusing! Minta Dolar Balik Lagi ke Rp15.000|Negatif
Warga RI Bakal Bisa Utang Pinjol Hingga Rp 10 Miliar|Netral
RDG BI Hari Pertama Dimulai, Mampukah Rupiah Menguat?|Netral
Asing Borong 10 Saham Ini Saat IHSG Melemah di Awal Pekan|Positif
ETF Ethereum Spot Siap Diperdagangkan, Pasar Kripto Pesta Pora|Positif
5 Pabrik Kimia Farma Mau Ditutup, Kementerian BUMN Pesan Ini Soal PHK|Negatif
Pertumbuhan Ekonomi Diprediksi Melandai di Kuartal II, Ini Penyebabnya|Netral
IHSG Tiba-Tiba Loyo, Asing Kompak Lego 10 Saham Ini|Negatif
Wall Street Tumbang: Indeks Nasdaq Ambles 2%, S&P500 Anjlok 1%|Negatif
QRIS Makin Diminati Turis Asing dari Singapura hingga Thailand|Positif
Bank Mega Syariah Bagi-Bagi Hadiah Buat Nasabah|Positif
Asal-Usul Asuransi Wajib TPL, Lahir dari Pemerintahan Jokowi|Netral
GOTO Punya Direktur Keuangan Baru, Ini Sosoknya|Netral
Apa Itu Asuransi TPL yang Akan Diwajibkan Buat Mobil dan Motor?|Netral
BUMN Farmasi Terjerat Masalah Keuangan, Ini Daftar Penyakitnya|Negatif
RI - UEA Makin Mesra, Erick Thohir Bawa Oleh-Oleh US$ 3 Miliar|Positif
Saham Trump Media Naik 50% Usai Upaya Pembunuhan Gagal|Positif
GOTO Catat Peningkatan Keuangan, Calon CFO Baru Siap Lanjutkan|Positif
Duh! Rasio NPL Kredit UMKM Bank Naik Jadi 4%|Negatif
RI-China Makin Kompak Buang Dolar, Transaksi Tembus US$4,7 M|Positif
Jadi Penyelamat IHSG, Saham TLKM Ngacir Nyaris 5%|Positif
Bos BI Bantah Crowding Out, Buktikan SRBI Tak Buat RI Kekeringan Uang|Netral
Lengkap! Hasil RDG BI Juli 2024, Suku Bunga Acuan Tetap 6,25%|Netral
Bankir Teriak Soal Likuiditas, BI Beberkan Kondisi Terkini|Netral
IHSG Parkir di Zona Merah Hari Ini, Diseret BREN dan BBCA|Negatif
Bos BI Sebut Asing Mulai Lirik dan Simpan Dana di Saham RI|Positif
Aliran Modal Asing Masuk Deras, BI Raup Dana Rp775,4 T|Positif
Bukti Warga RI Mulai Tinggalkan ATM, Transaksi QRIS Lompat 226%|Netral
Bos BI Pede Rupiah Bakal Perkasa, Ini Ternyata Pemicunya!|Positif
BI Rate Sesuai Ekspektasi, Dolar Ambruk 0,49% ke Rp16.095|Negatif
BI Buka Opsi Pangkas Suku Bunga Acuan di Akhir 2024|Netral
Setoran Dividen BUMN Naik Drastis, BRI Jadi Kontributor Utama|Positif
BI: Inflasi 2024 Diperkirakan 2,9%, Dalam Rentang Target|Netral
Restrukturisasi Kredit Covid Berakhir, Bos BI: Perbankan Kuat|Netral
BI Ramal Transaksi Berjalan RI 2024 Defisit 0,1-0,9% PDB|Netral
Ini Alasan BI Tetap Tahan Suku Bunga Acuan 6,25%|Netral
Breaking News: BI Rate Kembali Ditetapkan Sebesar 6,25%|Netral
BI: Kredit Bank per Juni 2024 Tumbuh 12,36% Yoy|Positif
Ditopang Tambang, BI Pede Ekonomi RI Tumbuh 4,7-5,5% di 2024|Positif
Pemegang Dolar Siap-siap! BI Ramal Rupiah Bakal Terus Menguat|Netral
AS-Eropa Bakal Topang Ekonomi Global 2024, China Ambruk|Netral
BI Ramal Suku Bunga Acuan AS Bisa Turun Lebih Cepat|Netral
Dari Rumah Bedeng Bawah Jembatan, Sosok Ini Sukses Jadi Raja Rokok RI|Netral
Lahir di Kandang Ayam, Hermanto Tanoko Sekarang Berharta Rp554,87 T|Netral
WIKA Catatkan Kontrak Baru Rp10,25 Triliun Hingga Juni 2024|Positif
IHSG Balik Arah Jadi Hijau, Saham-Saham BUMN Ini Jadi Penyelamat|Positif
Kominfo Blokir Medsos Kripto Binance-Kucoin, Bappebti Buka Suara|Netral
Warren Buffett Ungkap Satu Hal Paling Penting Dalam Dunia Bisnis|Netral
Rencana Mobil & Motor Wajib Asuransi, Ini Bocoran Harga Preminya|Netral
Bangun dari 'Tidur' Panjang, Saham GOTO Melonjak 4%|Positif
Harga Bitcoin Tembus Rp 1,05 Miliar, Pasar Kripto Pesta Pora|Positif
Harga Minyak Dunia Bangkit Setelah Anjlok 3 Hari Beruntun|Positif
Lo Kheng Hong Buka-Bukaan Alasan Suka Koleksi Saham Energi|Netral
